EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
858597,EASTERN NORFOLK (ZONE), ,10/17/2019,137,High Wind,56.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,16,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,237, , , , ,"In Milton there was a 64 mph wind gust.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",246
858598,EASTERN ESSEX (ZONE), ,10/17/2019,138,High Wind,69.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,238, , , , ,"On Children's Island there was a wind gust to 79 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",247
858600,EASTERN ESSEX (ZONE), ,10/17/2019,138,High Wind,54.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,238, , , , ,"On Children's Island there was a sustained wind of 62 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",248
858601,EASTERN PLYMOUTH (ZONE), ,10/17/2019,139,High Wind,41.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,19,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,239, , , , ,"In Hull there was a sustained wind of 47 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",249
858602,EASTERN PLYMOUTH (ZONE), ,10/17/2019,139,High Wind,59.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,19,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,239, , , , ,"In Hull there was a wind gust of 68 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",250
858603,SUFFOLK (ZONE), ,10/17/2019,140,High Wind,55.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,15,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,240, , , , ,"In Winthrop there was a wind gust to 63 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",251
858604,SUFFOLK (ZONE), ,10/17/2019,142,High Wind,61.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,15,BOX,0,0,ASOS, , , , , , , , ,10/17/2019,242, , , , ,"At Logan Airport there was a wind gust of 70 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",252
858606,EASTERN PLYMOUTH (ZONE), ,10/17/2019,143,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,243, , , , ,"In Plymouth there was a few trees down along Cushing St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",253
858607,EASTERN PLYMOUTH (ZONE), ,10/17/2019,143,High Wind,50.00, ,0,0,0,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,243, , , , ,"In Plymouth there was a large tree down at the access to Derby St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",254
858608,EASTERN ESSEX (ZONE), ,10/17/2019,145,High Wind,60.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,245, , , , ,"In Rockport there was a wind gust of 69 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",255
858609,BARNSTABLE (ZONE), ,10/17/2019,145,High Wind,53.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,22,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,245, , , , ,"In Wellfleet there was a wind gust of 61 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",256
858610,BARNSTABLE (ZONE), ,10/17/2019,146,High Wind,52.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,22,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,246, , , , ,"In Provincetown there was a sustained wind of 60 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",257
858611,EASTERN ESSEX (ZONE), ,10/17/2019,150,High Wind,54.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,250, , , , ,"In Gloucester there was a wind gust of 62 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",258
858612,SUFFOLK (ZONE), ,10/17/2019,152,High Wind,44.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,15,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,252, , , , ,"At Pleasure Bay there was a sustained wind of 51 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",259
858613,SUFFOLK (ZONE), ,10/17/2019,152,High Wind,55.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,15,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,252, , , , ,"At Pleasure Bay there was a wind gust of 63 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",260
858614,SUFFOLK (ZONE), ,10/17/2019,153,High Wind,55.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,15,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,253, , , , ,"At Carson Beach there was a wind gust of 63 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",261
858615,SUFFOLK (ZONE), ,10/17/2019,153,High Wind,45.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,15,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,253, , , , ,"At Carson Beach there was a sustained wind of 52 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",262
858616,EASTERN ESSEX (ZONE), ,10/17/2019,154,High Wind,55.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,254, , , , ,"On Plum Island there was a wind gust of 63 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",263
858618,SUFFOLK (ZONE), ,10/17/2019,154,High Wind,40.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,15,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,254, , , , ,"At Revere Beach there were sustained winds of 46 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",264
858617,SUFFOLK (ZONE), ,10/17/2019,154,High Wind,42.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,15,BOX,0,0,ASOS, , , , , , , , ,10/17/2019,254, , , , ,"At Logan Airport there was a sustained wind of 48 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",265
858622,EASTERN PLYMOUTH (ZONE), ,10/17/2019,200,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,300, , , , ,"In Plymouth there was a tree down along Russell Mills Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",266
858621,EASTERN PLYMOUTH (ZONE), ,10/17/2019,200,High Wind,50.00, ,0,0,1000,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,300, , , , ,"In Plymouth there were a couple of trees down with one on a house along Sandish Ave.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",267
858619,SUFFOLK (ZONE), ,10/17/2019,200,High Wind,54.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,15,BOX,0,0,ASOS, , , , , , , , ,10/17/2019,300, , , , ,"At logan airport there was a wind gust of 62 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",268
858627,EASTERN PLYMOUTH (ZONE), ,10/17/2019,200,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,300, , , , ,"In Cedarville there was a tree down along Long Pond Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",269
858626,EASTERN PLYMOUTH (ZONE), ,10/17/2019,200,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,300, , , , ,"In Plymouth there was a tree down along Rocky Hill Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",270
858625,EASTERN PLYMOUTH (ZONE), ,10/17/2019,200,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,300, , , , ,"In Plymouth there was a tree and wires down along Palmer Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",271
858624,EASTERN PLYMOUTH (ZONE), ,10/17/2019,200,High Wind,50.00, ,0,0,1000,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,300, , , , ,"In Plymouth there was a tree down through a roof of a house along Quiet Hollow.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",272
858623,EASTERN PLYMOUTH (ZONE), ,10/17/2019,200,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,300, , , , ,"In Plymouth there was a tree down along Russell Mills Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",273
858628,EASTERN PLYMOUTH (ZONE), ,10/17/2019,205,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,305, , , , ,"In Plymouth there was a tree and wires down along Dana Ct.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",274
858629,EASTERN ESSEX (ZONE), ,10/17/2019,213,High Wind,55.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,313, , , , ,"On Plum Island there was a wind gust to 63 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",275
858630,SUFFOLK (ZONE), ,10/17/2019,214,High Wind,51.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,15,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,314, , , , ,"At Revere Beach there was a wind gust of 59 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",276
858631,SOUTHERN PLYMOUTH (ZONE), ,10/17/2019,215,Strong Wind,45.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,21,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,315, , , , ,"In Wareham there was a large tree down on wires along Summer St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",277
858633,EASTERN PLYMOUTH (ZONE), ,10/17/2019,215,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,315, , , , ,"In Northwest Duxbury there were trees down along Franklin St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",278
858634,EASTERN ESSEX (ZONE), ,10/17/2019,217,High Wind,50.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,317, , , , ,"In Gloucester there was a wind gust of 58 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",279
858635,EASTERN PLYMOUTH (ZONE), ,10/17/2019,220,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,320, , , , ,"In Plymouth there was a tree down on wires along School St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",280
858639,EASTERN FRANKLIN (ZONE), ,10/17/2019,220,Strong Wind,45.00, ,0,0,2000,0,MA,EST-5,EG,142499,Z,3,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,320, , , , ,"In Orange there was a large tree down across Jones Cemetary Rd. There was also a tree down along north Main St. Multiple trees were down at Mayo and Packard Rds.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",281
858637,EASTERN FRANKLIN (ZONE), ,10/17/2019,220,Strong Wind,45.00, ,0,0,2000,0,MA,EST-5,EG,142499,Z,3,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,320, , , , ,"In Orange there was a tree down on wires blocking the road along Dana Rd. Multiple trees down on houses on Leisure Woods. Two large trees down on east rd and Enfield Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",282
858644,EASTERN PLYMOUTH (ZONE), ,10/17/2019,226,High Wind,50.00, ,0,0,0,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,326, , , , ,"In Hingham there was a large branch down along Rockwood Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",283
859477,EASTERN PLYMOUTH (ZONE), ,10/17/2019,226,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,326, , , , ,"In Duxbury there was a tree down along Cross St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",284
858645,EASTERN PLYMOUTH (ZONE), ,10/17/2019,226,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,326, , , , ,"In Hingham there was a tree down blocking one lane of south Pleasant St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",285
859478,EASTERN PLYMOUTH (ZONE), ,10/17/2019,230,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,330, , , , ,"In Duxbury there was a large tree and wires down along West St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",286
859481,EASTERN PLYMOUTH (ZONE), ,10/17/2019,230,High Wind,50.00, ,0,0,1000,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,330, , , , ,"In south Duxbury there was a large tree and wires down along Standish St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",287
859480,EASTERN PLYMOUTH (ZONE), ,10/17/2019,230,High Wind,50.00, ,0,0,1000,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,330, , , , ,"In Duxbury, there was a tree and wires down on Acorn St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",288
859479,EASTERN PLYMOUTH (ZONE), ,10/17/2019,230,High Wind,50.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,330, , , , ,"In Duxbury there was a large tree down along Priscilla Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",289
859482,EASTERN ESSEX (ZONE), ,10/17/2019,233,High Wind,36.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,333, , , , ,"On Plum Island there was a sustained wind of 41 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",290
858641,EASTERN ESSEX (ZONE), ,10/17/2019,235,High Wind,56.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,335, , , , ,"In Rockport there was a wind gust of 65 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",291
859483,EASTERN ESSEX (ZONE), ,10/17/2019,235,High Wind,50.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,335, , , , ,"In Rockport there was a wind gust of 58 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",292
859484,WESTERN PLYMOUTH (ZONE), ,10/17/2019,247,Strong Wind,45.00, ,0,0,300,0,MA,EST-5,EG,142499,Z,18,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,347, , , , ,"In Pembroke there was a very large branch down blocking Brick Kiln Ln.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",293
859485,EASTERN PLYMOUTH (ZONE), ,10/17/2019,254,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,354, , , , ,"In south Hingham there was a large tree down blocking one lane of Charles St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",294
859486,EASTERN ESSEX (ZONE), ,10/17/2019,300,High Wind,50.00, ,0,0,2000,0,MA,EST-5,EG,142499,Z,7,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,400, , , , ,"In Danvers there was a tree down across Arthur St onto two cars and a home.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",295
859487,EASTERN ESSEX (ZONE), ,10/17/2019,300,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,7,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,400, , , , ,"In Danvers there was a tree down on a home at Arthur and Purchase St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",296
859488,WESTERN FRANKLIN (ZONE), ,10/17/2019,330,Strong Wind,45.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,2,BOX,0,0,Trained Spotter, , , , , , , , ,10/17/2019,430, , , , ,"In south Hawley there was a large tree uprooted that knocked out power and caused a small fire on Lawn St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",297
859489,BARNSTABLE (ZONE), ,10/17/2019,331,High Wind,35.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,22,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,431, , , , ,"In Waquoit Bay there was a sustained wind of 40 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",298
859490,NANTUCKET (ZONE), ,10/17/2019,331,High Wind,50.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,24,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,431, , , , ,"In Siasconset there was a wind gust of 58 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",299
859491,BARNSTABLE (ZONE), ,10/17/2019,346,High Wind,52.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,22,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,446, , , , ,"In Waquoit Bay there was a wind gust of 60 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",300
859492,BARNSTABLE (ZONE), ,10/17/2019,600,High Wind,35.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,22,BOX,0,0,ASOS, , , , , , , , ,10/17/2019,700, , , , ,"At Hyannis Airport there was a sustained wind of 40 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",301
859493,SOUTHERN WORCESTER (ZONE), ,10/17/2019,600,Strong Wind,45.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,12,BOX,0,0,Law Enforcement, , , , , , , , ,10/17/2019,700, , , , ,"In Worcester there was a downed tree on 8 Mohican Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",302
859494,BARNSTABLE (ZONE), ,10/17/2019,619,High Wind,45.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,22,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,719, , , , ,"In south Hyannis there was a sustained wind of 52 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",303
859495,EASTERN ESSEX (ZONE), ,10/17/2019,635,High Wind,50.00, ,0,0,1000,0,MA,EST-5,EG,142499,Z,7,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,735, , , , ,"In Danvers there was a tree down on a car and multiple other trees down on Forest St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",304
859498,EASTERN ESSEX (ZONE), ,10/17/2019,635,High Wind,50.00, ,0,0,1000,0,MA,EST-5,EG,142499,Z,7,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,735, , , , ,"In Danvers there were two trees down on Hobart St. at St. Mary's Cemetary.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",305
859496,EASTERN ESSEX (ZONE), ,10/17/2019,635,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,7,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,735, , , , ,"In Danvers there was a large tree down along Wadsworth St.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",306
859499,EASTERN FRANKLIN (ZONE), ,10/17/2019,640,Strong Wind,45.00, ,0,0,500,0,MA,EST-5,EG,142499,Z,3,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,740, , , , ,"In Warwick there was a tree down blocking Hasting Heights Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",307
859500,SUFFOLK (ZONE), ,10/17/2019,650,Strong Wind,45.00, ,0,0,1000,0,MA,EST-5,EG,142499,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,750, , , , ,"At Point Shirley there was a tree down on a car along Bayview Ave.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",308
859501,EASTERN ESSEX (ZONE), ,10/17/2019,700,High Wind,52.00, ,0,0,0,0,MA,EST-5,MG,142499,Z,7,BOX,0,0,Trained Spotter, , , , , , , , ,10/17/2019,800, , , , ,"In Salem there was a wind gust of 60 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",309
859502,SOUTHERN BRISTOL (ZONE), ,10/17/2019,701,High Wind,36.00, ,0,0,0,0,MA,EST-5,MS,142499,Z,20,BOX,0,0,Mesonet, , , , , , , , ,10/17/2019,801, , , , ,"In Fairhaven there was a sustained wind of 41 mph.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",310
859503,BARNSTABLE (ZONE), ,10/17/2019,716,High Wind,50.00, ,0,0,800,0,MA,EST-5,EG,142499,Z,22,BOX,0,0,Amateur Radio, , , , , , , , ,10/17/2019,816, , , , ,"In Orleans there was a large tree down along Brewster Cross Rd.","A powerful coastal storm developed along the NJ coast then moved|northeast across southern New England Wednesday night into Thursday. |This will brought periods of very heavy rain and strong to damaging |winds to the region.",311
